opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#00000000100ETMT2S79XRPHC1W,Career,AUD27BV,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001031MJSQWQVBN4NVSE_image_link.jpeg,,False,2024-10-27 03:33:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Career Automation 1712040261723,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,2,1,2,0,3
Opportunity#00000000100FPK42NMP2C7ENXT,Career,ALD9SJV,2023-11-14 22:13:20,USD,30.0,Weeks,1.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1702546265191,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010YS76BE3S21D37XTZ,Internship,IGPXRPL,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Internship Automation 1700307404256,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000100GJJWWZ0K5KW9CYK,Masterclass,SNSE6NS,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010KCG7MBJSE6MW2ZXK_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Masterclass Automation 1727693478024,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#00000000100GKGJFDCH8AH9AJC,Course,UI5NQ3F,2026-02-02 02:40:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010DWY466BSTJ4N4FEH_image_link.png,,False,2026-05-28 20:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Course Automation 1772096575878,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#0000000010WGY8KVEY6R48C47T,Career,AUMI5AR,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010XG5ZJTEPQ1N98Q50_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Careerwishlist Automation 1714713070901,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000100H20JBXN87KCW88Z,Career,A4E4MY3,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010Z68YTEVSBVQ7CED8_image_link.jpeg,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Automation Career GPS Specific 1723033955739,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,4
Opportunity#00000000100H3Q182SJXTAZF62,Event,EVNPYVM,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1692898804886,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
Opportunity#00000000100HDWPFEJJP6G58YV,Internship,IRBM3S1,2024-07-03 09:46:40,INR,10.0,Hours,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010T8XKS1G2G2SB426X_image_link.png,,False,2024-07-03 09:46:40,Work From Home,des,10.0,2024-07-03 09:46:40,experienceGps1,Intern,,des,,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000100HRQWEP8GND63651,Career,ALTOXD8,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010YE65K6VX050YG9PK_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Careerwishlist Automation 1710333505768,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000100J49J95CKWW8Q52G,Competition,MQ54FU5,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000101RE7TANKBC0PDNQ9_image_link.jpeg,,False,2024-03-09 16:00:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Team Competition Single User Automation 1709565383209,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000100JEJ0EMTDNHR90Q6,Internship,ION67N5,2026-02-02 02:40:00,INR,5.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010P8WCQQ4136A29T6K_image_link.png,,False,2026-02-02 02:40:00,Virtual,test,100.0,2026-02-02 02:40:00,cohort test,,,test,,True,True,False,False,False,False,1,1,1,0,4
Opportunity#00000000100MBQH0XYZMY1V7NH,Course,U2YXAM6,2024-10-27 03:33:20,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010KJQHPCSECMJ5PEQC_image_link.png,True,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Course Automation 1728186075334,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#00000000100QZK9G70X0A4DJ19,Career,AANWRMG,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010RW42WEY9BVVJJA2S_image_link.png,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Careerwishlist Automation 1728031189920,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,3
Opportunity#00000000100S9MY7GEGYNNG3RN,Event,EJ64XW3,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Event Automation 1695810830790,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
